Filename,MD5Hash
1-191.dcm,4ca90513572c3c86a5f97071d270284c
1-051.dcm,b13c086f3612c8432f85a4f23cc49dbe
1-183.dcm,f9775dec9410ef3b7ac1aa1b3ad16f88
1-140.dcm,e277ae484b0073566ce5c4a34c1ef9e5
1-175.dcm,b487007bbb74add8ffd56c588736f6cc
1-043.dcm,d0ceccb6de20039a26d0996d3c9db32c
1-132.dcm,208d8c69b0a64d23036668f348a34ed9
1-078.dcm,329ea28142a38ad661ce4bd6f750d70d
1-086.dcm,d77d2eefdd6c801ccafcd1aae81a099b
1-139.dcm,dc9e1de064eda8e008b38f921b8ea328
1-094.dcm,02d349285d7d69c515091e358c534004
1-228.dcm,ae2d72f7b702e7957f647c800dde1e1a
1-147.dcm,839776d746919d4d85a79500dcbf9df4
1-201.dcm,1145bc085f853bcafc4879fab192570f
1-104.dcm,8a10b0e6d7187c71a964608ef207d269
1-244.dcm,7f1c4e1833153699fe5650121c7eaf46
1-007.dcm,e6e7e193282483e98bacd303836c1d4b
1-023.dcm,42aa374e01e11868c9ee8a9b35c21fe8
1-019.dcm,b785e3d71841e7eeda837b8824b608f3
1-159.dcm,cf0287f907e45ab678190c7af2e80b15
1-213.dcm,989c0cedec1847ee5ea186fa8211fb90
1-071.dcm,b295275fe157567b322ba3322fb75e84
1-256.dcm,acd1ce4b884a833fa1ab60e380307878
1-116.dcm,2bcc3296a6edc796f52811ea738cb9cf
1-260.dcm,d70e3237ded00738e81e9d2dbf495568
1-035.dcm,fc8bae656d6dd9f69bb0dfb7662d9e00
1-163.dcm,5059f3bcf221394550f98938631e8afc
1-066.dcm,28f14bab0832633e0f9e614ae36d292c
1-120.dcm,8533d5c0c62f3383d6feeae2adf68a41
1-225.dcm,d76e88c438367ad4c717d73114fecd1c
1-179.dcm,071019ef6268e6604ac39415c9dc88f6
1-101.dcm,3c2156178737469b7f937eb010f38f31
1-208.dcm,0a097f163517e77e917c2a32ffed720d
1-119.dcm,f23c05d2d89bbcdcb00aa7594f817332
1-136.dcm,82b629bf3b8b42129e73a3efad316056
1-003.dcm,2d1b8e85be32f0cef6ebe9da0361de82
1-082.dcm,5e19c6597737944eb9c0b66ae6b62762
1-038.dcm,1236e0fc599af024836f6cd45c0b62cf
1-046.dcm,2255e95bcbac9df0c6d5ed63ad185ae3
1-020.dcm,758d8a50547eb712e64a0ab2036b5585
1-063.dcm,da9044c5ecffee91cf70df4151156d7d
1-127.dcm,687ded58723af42bc3dca5470d493572
1-232.dcm,8fbcb6e541ca3d571e513a3afc72e377
1-089.dcm,f44c5205fcf4129d7454b055d86d586d
1-012.dcm,e99dfa643bf1c49a0d3a0330ba1db2b7
1-187.dcm,81c390ae20e41d71a8211cdfdcb46217
