Filename,MD5Hash
1-191.dcm,638c7151eb642049cb5002a67fafd8c4
1-280.dcm,2ab8f9ee15940a5ac8f1f5a710cfc419
1-051.dcm,c682a2ae8278fa3ae2a66a074eba4453
1-183.dcm,e6a8058868b9deb890cb115f7cd15da6
1-272.dcm,ee62a8abbfd5111d6e67bed74cd35c84
1-140.dcm,a174141268d107501fd043125b9db769
1-175.dcm,0fcc71eb69f2630c5a9b2587db718d98
1-043.dcm,bac79367c42f90cdebcac3e6cb44e96f
1-132.dcm,61c9610eff52533476431cdeeba87517
1-078.dcm,7819788c2d19b017fe121e5da77ba4f2
1-086.dcm,b34f32f91e51bc18bf0e737f4428e71d
1-264.dcm,56104f79495c396516aec73655bf0b1b
1-139.dcm,2ba44816c400db70be64a3c7539f3e2f
1-317.dcm,aaad7687a58df39a6a6cadee19df013c
1-094.dcm,c0c9ca9c34f9040d5fd7e4e2243c5a24
1-228.dcm,defa5769538bbe9d8f9248c713e2438f
1-147.dcm,58ced0a40fd079a5c43ac03b52260329
1-201.dcm,ad83422dff8b2369541aef82e649e4b0
1-104.dcm,608978ce2bad43e5210d8790b1f94d03
1-244.dcm,033970284f2ad5e646426d2214e51fcc
1-007.dcm,beaf5da4c707dcbce82db239a7addaa5
1-341.dcm,849ce091d04c51ab64ae0a9fc54158b3
1-023.dcm,a7286345d43b4b9c30099b61fe8b4712
1-325.dcm,14b126d6f434bd80415a3c60aa04aa74
1-287.dcm,f4f130323fcd1bfd34961a71d70eba87
1-337.dcm,d5e70f31e63fa8ac8eb3acc93a4718ca
1-019.dcm,a9281f8ec2d1b23c6a9acb5328c6c8eb
1-159.dcm,f79bf03337fae5e0860cb0e99d1e6ef1
1-213.dcm,40bc17cb2671116de3c1b97619b735b7
1-071.dcm,6b52eb0c93be51e26ba855114916cad3
1-256.dcm,7ea7b3244dd11b773f856713b7f357f7
1-310.dcm,251712662ac4ebbac1f984dcd564d594
1-299.dcm,c4bff50757c6f8afb93f78c6168dcb4e
1-116.dcm,ff90f7768fbf3a80ff656e19bb0bef15
1-260.dcm,1ea1b1596acc2e954cc829c1a3f05c38
1-035.dcm,0b7730586ac9c1dc4b688b0100f2c0b5
1-163.dcm,1636627ff97054d8d84dd7fdbcac93f1
1-066.dcm,8997e1f81967b2bdc83745e0198a98da
1-120.dcm,d4f77ea5a7b83b7c51cc396b8edf6fdf
1-225.dcm,5dd71ebaab2f28963d9b7908276e0cd5
1-179.dcm,275049888cd46f0bb35f178a63edd4ff
1-101.dcm,ca6034ad4ec501b454f2dd39bf742485
1-208.dcm,ba805a617a31a1e77cd1999b176ec370
1-119.dcm,b2fcc39a9673306c48e0d5bd2fbbf5c8
1-136.dcm,613c7862056bc11aab287172c75ba241
1-268.dcm,8c2e94496614a4aee38f5a305c5baca4
1-292.dcm,eb47a6bad102813070f36b813e4091f9
1-003.dcm,620d12abca642941e0aa442d0e4e3a80
1-082.dcm,424d5f725c9a7e3e439d68abf5393217
1-321.dcm,0b987e4546b639e7c18e0ceb04b5a8db
1-038.dcm,951104349c2361dc8659f1e033eec5ca
1-046.dcm,ca172c4d7cfeaa11f3e5e1b8f3ee1baa
1-020.dcm,c52cd4d453b75d093f7ea5ced5bc531f
1-063.dcm,653d9596991d65fc6eac8283c827891c
1-127.dcm,7aa02342cf1d44ec49e438bd7155d7bd
1-275.dcm,f5692290c36fc35eb7b2810c2844d8d5
1-232.dcm,523f8af4d71dd30096d461119527c25f
1-089.dcm,f19a719c059fe32df0cc2dd010c07b12
1-313.dcm,b960ba4c3b4b0280b3f8148540e88b71
1-012.dcm,9a5f32fd37d58769142b00b5cb1b90c3
1-187.dcm,33b8d8f4ac4ae0892c230a356407023e
1-330.dcm,e3b92dfe9e03b72d4fa06b9e97fd2707
1-098.dcm,e5c7356a986bbe8ff3c9ff11d5d687d8
1-144.dcm,2779532df0359870b1ae030ebdf7b5af
1-055.dcm,f32ae4ed90b61fdd3829dcb772d5794b
1-172.dcm,c540564851d6f487cc8f1e06301380a6
1-279.dcm,d718ea698ee33771e6c33ddc121148db
1-155.dcm,a06d6b98b5cf7d8fa499a7900ed64fa3
1-112.dcm,04de0d77e240a363920a4e4560423a26
1-236.dcm,f8781eb8cd3545ba498640eb40077ff5
1-091.dcm,813437e6630f9f696eeb7e4e3c26a2ca
1-296.dcm,f2f20a2cf65efc11b92b11a65abf1e91
1-210.dcm,0f0f4900b5ef62e44587c6cc9d5e47dd
1-283.dcm,8b8c70c656d17768fcfff2441472bb70
1-108.dcm,6ecde80df26ed8a8d61b70c43babcd27
1-240.dcm,0290766a4550bfbd1912ee66f225db4a
1-309.dcm,a5795e431b636002ca304f7d2357d2ad
1-253.dcm,c25a8933b10c645a7b94dfef796c4430
1-027.dcm,8573e085a84a2103a09d304d88eb5415
1-302.dcm,f0ff846ff05b2977b92e945d3439b78e
1-328.dcm,7abf6d22692ab8e18bc4338a7f99c7d0
1-221.dcm,1b4a9c601ec7857cdd34f790f725e411
1-074.dcm,3fd9e380c3a49e09c75db05bd5c6af65
1-031.dcm,3f1f8105059b2df724eceabd0010ba57
1-198.dcm,493fa5a79367d25ba3cc834b68566099
1-204.dcm,7e06faaa2abb850879a30c67fdb73709
1-217.dcm,e2b1f774eff528b3cdd8dac4e91a75e5
1-298.dcm,5db39b8e27e9fab59dac89473e11f959
1-255.dcm,49f199e1eac9009436a4fe6a1534c301
1-026.dcm,b88f335aebd0ade7cdc7ad269aef6fd2
1-158.dcm,d0169fe7c3be32978db148ad10c64762
1-301.dcm,d7d0697a12b57a4c622b1854c5928038
1-247.dcm,124de444a39d6d1c63ace90805aac48e
1-115.dcm,2a8abf5f00c284d29576c740764a82f2
1-182.dcm,414463d980c2358944d4690d90dd3e9e
1-050.dcm,cf7d25985736c30c4e8df932148b6f9d
1-093.dcm,3daae5fc4bef33287c0ffe74858082ad
1-344.dcm,46723f192ef5fcf276375d870fbcc119
1-212.dcm,4c8d160cd5944802a07a9c2191659b62
1-069.dcm,016bbae9b4e0b4637e00e1966eb5c810
1-237.dcm,f8054a1881be39d57ca2eb26a3019708
1-008.dcm,b1255d11277ca47de237aeed334daba5
1-281.dcm,58b6174fe50d8ab0524b0c1e52eefd45
1-105.dcm,f62ac4219542f8407b299f9c90c1182d
1-192.dcm,686cc80d1561ad0884233e96b879cf7b
1-326.dcm,eecd2f0966260e7ee27ff11b3a82917b
1-060.dcm,7c515d9e908b7a06ef399ae321b04a92
1-085.dcm,0429a3275bd974a0419078216d850d14
1-271.dcm,0effc2eccf12f2d6fc9ac9480e55340d
1-059.dcm,48315ef10c48a709f57a088a4cf9b1bc
1-042.dcm,a247f5cdb37dbb81fa25c3f26ec7c123
1-148.dcm,5bba4cf86b3d627b4c1715629bf7d161
1-334.dcm,0403683cb13cc4c4f891b745ef3656ec
1-016.dcm,d71b00f43935001677ca6e3713c36fc2
1-338.dcm,5f3584ee8d00f776ef85040d517a122e
1-070.dcm,782aa11b0d881c242c658b072da55f4b
1-261.dcm,fdfd1d8d23d62c92790046e6478ff7e0
1-311.dcm,cbc92479cf63b01c531e4375e1c2f2fb
1-097.dcm,06360174702be618a61e51353f17d1bf
1-011.dcm,b21ba7f5ff42bdf33a2ebe9ec757ab70
1-164.dcm,697593610026b65df125653f27d49459
