Filename,MD5Hash
1-051.dcm,8b1adacf2b210b08e8c39f6d9f83255c
1-140.dcm,d4116718299ada62dc83ad64ee07fcaf
1-043.dcm,3ca4511f865ba9496328df55888103da
1-132.dcm,c04afcec1241d0a8cde09e3d6334838a
1-139.dcm,99d375ea4a6869536589ad4357bdd1af
1-317.dcm,ff5a86081cccf43eea2cd6fd95dab77a
1-228.dcm,1b45ece205e9d5fee5ac1cf5e611254f
1-147.dcm,6ece53499f94bf059297caeb7fd1ae05
1-244.dcm,79341581f7f77f1e1575320d78a047fe
1-341.dcm,b0d75ccb8af620caceae88146af79746
1-325.dcm,1054c70b530edf132f4a827f3cf352c1
1-019.dcm,9569ee3475a9f7afd9fa8c5128f84092
1-213.dcm,66800d7aea1512372ea3f9d6329f5918
1-310.dcm,cac47c3cee1aa404df10d82bbd1be5d6
1-299.dcm,3cd7b6b44516fa4b711511311b42f782
1-116.dcm,189a84b5f65b090a277bd8969c02720f
1-260.dcm,6e5246d4ae50f98efc9418bff1f8c28e
1-035.dcm,37a2655649e239b4bedd67d54354a23d
1-163.dcm,a181f1b9b1954d9f69badd5c5ce27064
1-066.dcm,1e2a6b010b0c9e86d240b38594877fba
1-179.dcm,5c8f382ee84b191c38f86d761b1172d3
1-101.dcm,bfbb4725134b86b25c1ac0012896778c
1-268.dcm,155fc17c6f3696ddc3910d430e9a1b86
1-292.dcm,cd7c7623b161180a49a27ad460c0eca3
1-003.dcm,4ea43c8a15f427316a854f2bdf4c591e
1-082.dcm,1e3cf147158f2c428a7c6a065cb201f0
1-364.dcm,7fe3da14dd34ec94060c03adeaae2236
1-020.dcm,bf65b03e01ab2c3a9ffeb63d79ef3d45
1-356.dcm,7b3e1dacb0d6dc3aff98c1cd723666ca
1-381.dcm,f33b54ee86c7a5e341bcea17a1632881
1-275.dcm,2bee99840495ea4cd972b44d756d19ae
1-089.dcm,226f5958941c72e9c975b9356b413239
1-012.dcm,80e5ac384a97b5a2eec61ea085c8061f
1-187.dcm,7432c9b20a8a28683d238c6d0aae46a5
1-373.dcm,47ece42032877f81558d75aae89980a9
1-098.dcm,317b24f7ff688e5c1ada6094ea141fb7
1-172.dcm,5dcb9d262c0396ddf56e043ad2243d45
1-155.dcm,8bb0342c209194820a9867f6f1c7e7a2
1-236.dcm,5a17cdfd4699f220a1055ce4c7f2d192
1-091.dcm,29f0a6cd03f262503210883aaa41c6ac
1-283.dcm,f9b9a4becc12691e7c6e6d491db8b44c
