Filename,MD5Hash
1-191.dcm,4dfa7358c895eac2650c98d0ec083a7e
1-280.dcm,4b53f3a82874b0ead644e2832b4ab1fd
1-051.dcm,ceefa9e84982bdacd27e25065d110609
1-183.dcm,004aeefb317892e64592b0fccdd20e1a
1-272.dcm,b917161790eb1643e53aa7202d96646f
1-140.dcm,a397c6e3410720c6e7baad46ba39aa3e
1-175.dcm,6c102d2821943813e898113bbebd619b
1-043.dcm,5b16b20998ecd057a27fa4c7ca9e3a72
1-132.dcm,0936e91fb3e555024afcd691a0334e3a
1-078.dcm,013f4c2eee6d7159ee6be6dae43ee340
1-086.dcm,e484b22baa9f734891c0f847e5f8b45d
1-264.dcm,2f0c84517af351c8b697e79b9a38bce8
1-139.dcm,c87b23d18f27ee26f1162bb85524b4e3
1-317.dcm,c4ac9985b031657547fcad764771b092
1-094.dcm,e10392ffd3a4f1fa89f09fc4a18457c9
1-228.dcm,dff945759d7485fcae2f7a6bc8ac4b33
1-147.dcm,c5a9258357cca5c993e9f2e95fd0c480
1-201.dcm,a071ee9f3c3870a471a57f0a63598945
1-104.dcm,c962f719ac22afca73a6a346e93455e1
1-244.dcm,cf642555381504954b1d518766c34d7b
1-007.dcm,73ccdebaf6f704a910a4014fe650bb34
1-341.dcm,2e4f6d2a1d44a8a8e4ca2c14c92e8b5c
1-023.dcm,a66a10cc1aafc66194d45d6608c01199
1-325.dcm,47bc61c05ba139fd62130f01a2c77f60
1-287.dcm,49803033b7900e2c712bf88cee212018
1-337.dcm,a364b46b25d3507f19464099197602b6
1-019.dcm,199a07442d2da0775d19d6825ac294fc
1-159.dcm,1a2030da10a94b0dae173270be6782ba
1-213.dcm,cad051255c71d7771c0af1e5f194fa68
1-071.dcm,d740590d706ab64cf0f749c7c04ebcb5
1-256.dcm,bd0458c31a526765b3f5085361daed95
1-310.dcm,31efa34e7d1d830a0ac99d9ef9e698f1
1-299.dcm,256def2038ef7bff92baa16e91fe6af2
1-116.dcm,e41734261055eeb6b410a337a6526deb
1-260.dcm,4ada1fd6adca0669e38f3c16e06a737a
1-035.dcm,115eeba47ec2b18efbed68d8ae0b6384
1-163.dcm,3b65743dcae8707d755b7f01ca112fb5
1-066.dcm,4f2a8b099a722b11e0da5ba6f33bcc2a
1-120.dcm,108da7fb842c74d9ee892ac999308e5e
1-225.dcm,2e99fbdf2698fe2616aa6b396af8d049
1-179.dcm,ea6feb3455ac9cab93e9e646cda3beeb
1-101.dcm,f7fa4b3bf03327cc6ffe956162e1b243
1-208.dcm,4cc1001f9eeec088f9f4153f6259f00d
1-119.dcm,5338bf6d088c130b23b4bbdf666d5f63
1-136.dcm,6a2c61548843f3692bfff5925d0ecc45
1-268.dcm,9854398a96661488d2519182c671b063
1-292.dcm,7d388e55e89d54452984eaa40e45c342
